ID do NOX;Latitude;Longitude
14001858;-22,692366;-43,783239
14001859;-23,428957;-46,411072
14001860;-22,780294;-45,147641
14001861;-22,750623;-45,105561
14001863;-22,558494;-44,125048
14001865;-23,442457;-46,441587
14001873;-23,403018;-46,332083
14001874;-23,060323;-45,621786
14001876;-23,428856;-46,410863
14001877;-23,402724;-46,328109
14001880;-23,232042;-45,913877
14001885;-23,225201;-45,905998
14001886;-23,429412;-46,412221
14001887;-23,106321;-45,697260
14001888;-22,892153;-45,291871
14001890;-23,407582;-46,337526
14001894;-23,402120;-46,330793
14001896;-23,442296;-46,441850
14001898;-23,403759;-46,328471
14001899;-23,429314;-46,411995
14001902;-23,225900;-45,909200
14001903;-23,227637;-45,909638
14001906;-23,402180;-46,328868
14001908;-23,060148;-45,621275
14001909;-23,403765;-46,328477
14001915;-22,667238;-43,842919
14001916;-23,227475;-45,909402
14001917;-23,404144;-46,330014
14001918;-23,402346;-46,331522
14001919;-23,390660;-46,279417
14001923;-23,403291;-46,332091
14001925;-23,403016;-46,332095
14001926;-23,228500;-45,909698
14001935;-23,402246;-46,330440
14001938;-23,401355;-46,310666
14001940;-22,666858;-43,841680
14001941;-23,225401;-45,906101
14001943;-23,403751;-46,328489
14001945;-23,402530;-46,330610
14001947;-23,402743;-46,327815
14001953;-23,402175;-46,329791
14001959;-23,401485;-46,311483
14001960;-23,402734;-46,327573
14001969;-23,226400;-45,907299
14001973;-23,226500;-45,907200
14001974;-23,248959;-45,933299
14001977;-23,225804;-45,906756
14001981;-23,225800;-45,906800
14001982;-23,498143;-46,560192
14001985;-23,226801;-45,907700
14001986;-23,498633;-46,560485
14001987;-23,234400;-45,916400
14001988;-23,225700;-45,906502
14001991;-23,231767;-45,913136
